key,city,competition,date,gender,match_type,neutral_venue,overs,player_of_match,venue
t20s1648,Entebbe,,2021-09-13,male,T20,,20.0,IA Karim,Entebbe Cricket Oval
t20s1649,Gaborone,,2021-09-14,female,T20,,20.0,K Awino,"Botswana Cricket Association Oval 2, Gaborone"
t20s1650,Gaborone,,2021-09-14,female,T20,,20.0,W Mwatile,"Botswana Cricket Association Oval 2, Gaborone"
t20s1651,Gaborone,,2021-09-14,female,T20,,20.0,FO Kibasu,"Botswana Cricket Association Oval 1, Gaborone"
t20s1652,Colombo,,2021-09-14,male,T20,,20.0,Q de Kock,"R Premadasa Stadium, Colombo"
t20s1653,Gaborone,,2021-09-15,female,T20,,20.0,L Bull,"Botswana Cricket Association Oval 2, Gaborone"
t20s1654,Entebbe,,2021-09-15,male,T20,,20.0,JO Adedeji,Entebbe Cricket Oval
t20s1655,Edinburgh,,2021-09-15,male,T20,,20.0,,"Grange Cricket Club Ground, Raeburn Place, Edinburgh"
t20s1656,Gaborone,,2021-09-16,female,T20,,20.0,PZ Kamunya,"Botswana Cricket Association Oval 1, Gaborone"
t20s1657,Gaborone,,2021-09-16,female,T20,,20.0,L Tshuma,"Botswana Cricket Association Oval 2, Gaborone"
t20s1658,Gaborone,,2021-09-16,female,T20,,20.0,O Matsolo,"Botswana Cricket Association Oval 1, Gaborone"
t20s1659,Entebbe,,2021-09-16,male,T20,,20.0,JO Adedeji,Entebbe Cricket Oval
t20s1660,Gaborone,,2021-09-17,female,T20,,20.0,I van Zyl,"Botswana Cricket Association Oval 1, Gaborone"
t20s1661,Gaborone,,2021-09-17,female,T20,,20.0,P Marange,"Botswana Cricket Association Oval 1, Gaborone"
t20s1662,Entebbe,,2021-09-17,male,T20,,20.0,F Akankwasa,Entebbe Cricket Oval
t20s1663,Edinburgh,,2021-09-17,male,T20,,20.0,,"Grange Cricket Club Ground, Raeburn Place, Edinburgh"
t20s1664,Gaborone,,2021-09-19,female,T20,,20.0,CT Dhururu,"Botswana Cricket Association Oval 1, Gaborone"
t20s1665,Gaborone,,2021-09-19,female,T20,,20.0,FO Kibasu,"Botswana Cricket Association Oval 1, Gaborone"
t20s1666,Edinburgh,,2021-09-19,male,T20,,20.0,,"Grange Cricket Club Ground, Raeburn Place, Edinburgh"
t20s1667,Dubai,,2021-10-05,male,T20,,20.0,JN Frylinck,"ICC Academy, Dubai"
t20s1668,Episkopi,,2021-10-05,male,T20,,20.0,Gurpratap Singh,Happy Valley Ground
t20s1669,Episkopi,,2021-10-05,male,T20,,20.0,Tejwinder Singh,Happy Valley Ground
t20s1670,Episkopi,,2021-10-06,male,T20,,20.0,,Happy Valley Ground
t20s1671,Episkopi,,2021-10-06,male,T20,,20.0,,Happy Valley Ground
t20s1672,Dubai,,2021-10-07,male,T20,,20.0,,"ICC Academy, Dubai"
t20s1673,Episkopi,,2021-10-07,male,T20,,20.0,Gurpratap Singh,Happy Valley Ground
t20s1674,Carrara,,2021-10-07,female,T20,,20.0,,Carrara Oval
t20s1675,Dubai,,2021-10-08,male,T20,,20.0,HG Munsey,"ICC Academy, Dubai"
t20s1676,Dubai,,2021-10-08,male,T20,,20.0,KP Meiyappan,"ICC Academy, Dubai"
t20s1677,Episkopi,,2021-10-08,male,T20,,20.0,J Butler,Happy Valley Ground
t20s1678,Episkopi,,2021-10-08,male,T20,,20.0,Zeeshan Sarwar,Happy Valley Ground
t20s1679,Dubai,,2021-10-09,male,T20,,20.0,CG Williams,"ICC Academy, Dubai"
t20s1680,Carrara,,2021-10-09,female,T20,,20.0,TM McGrath,Carrara Oval
t20s1681,Dubai,,2021-10-10,male,T20,,20.0,Waseem Muhammad,"ICC Academy, Dubai"
t20s1682,Dubai,,2021-10-10,male,T20,,20.0,,"ICC Academy, Dubai"
t20s1683,Carrara,,2021-10-10,female,T20,,20.0,TM McGrath,Carrara Oval
t20s1684,Almeria,,2021-10-15,male,T20,,20.0,GP Meade,"Desert Springs Cricket Ground, Almeria"
t20s1685,Almeria,,2021-10-15,male,T20,,20.0,H Carlyon,"Desert Springs Cricket Ground, Almeria"
t20s1686,Kigali City,,2021-10-16,male,T20,,20.0,S Sesazi,Integrated Polytechnic Regional Centre
t20s1687,Kigali City,,2021-10-16,male,T20,,20.0,KS Bagabena,Gahanga International Cricket Stadium. Rwanda
t20s1688,Kigali City,,2021-10-16,male,T20,,20.0,Muhammad Amin,Integrated Polytechnic Regional Centre
t20s1689,Kigali City,,2021-10-16,male,T20,,20.0,SK Awiah,Gahanga International Cricket Stadium. Rwanda
t20s1690,Almeria,,2021-10-16,male,T20,,20.0,B Ward,"Desert Springs Cricket Ground, Almeria"
t20s1691,Almeria,,2021-10-16,male,T20,,20.0,Faisal Mubashir,"Desert Springs Cricket Ground, Almeria"
t20s1692,Kigali City,,2021-10-17,male,T20,,20.0,,Integrated Polytechnic Regional Centre
t20s1693,Kigali City,,2021-10-17,male,T20,,20.0,R Bakum,Gahanga International Cricket Stadium. Rwanda
t20s1694,Kigali City,,2021-10-17,male,T20,,20.0,MA Baig,Integrated Polytechnic Regional Centre
t20s1695,Kigali City,,2021-10-17,male,T20,,20.0,N Krishna,Gahanga International Cricket Stadium. Rwanda
