batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,replacements_match,runs_non_boundary,extras_type
MD Shanaka,Zuhaib Zubair,Sikandar Raza,1,0,1,17,5,Dubai Capitals,2,,,,,,,Gulf Giants,ilt00082,,,,,,
Sikandar Raza,Zuhaib Zubair,MD Shanaka,0,0,0,17,6,Dubai Capitals,2,,,,,,,Gulf Giants,ilt00082,,,,,,
MD Shanaka,DC Drakes,Sikandar Raza,6,0,6,18,1,Dubai Capitals,2,,,,,,,Gulf Giants,ilt00082,,,,,,
MD Shanaka,DC Drakes,Sikandar Raza,6,0,6,18,2,Dubai Capitals,2,,,,,,,Gulf Giants,ilt00082,,,,,,
MD Shanaka,DC Drakes,Sikandar Raza,4,0,4,18,3,Dubai Capitals,2,,,,,,,Gulf Giants,ilt00082,,,,,,
MD Shanaka,DC Drakes,Sikandar Raza,1,0,1,18,4,Dubai Capitals,2,,,,,,,Gulf Giants,ilt00082,,,,,,
KR Mayers,Fazalhaq Farooqi,AGS Gous,0,0,0,0,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,Fazalhaq Farooqi,AGS Gous,1,0,1,0,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,0,0,0,0,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,0,0,0,0,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,0,1,1,0,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,legbyes
KR Mayers,Fazalhaq Farooqi,AGS Gous,0,1,1,0,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,legbyes
KR Mayers,R Shepherd,AGS Gous,4,0,4,1,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,R Shepherd,AGS Gous,0,0,0,1,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,R Shepherd,AGS Gous,4,0,4,1,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,R Shepherd,AGS Gous,0,0,0,1,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,R Shepherd,AGS Gous,0,0,0,1,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,R Shepherd,AGS Gous,1,0,1,1,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,Fazalhaq Farooqi,AGS Gous,0,0,0,2,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,Fazalhaq Farooqi,AGS Gous,1,0,1,2,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,0,0,0,2,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,4,0,4,2,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,0,0,0,2,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Fazalhaq Farooqi,KR Mayers,0,0,0,2,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KR Mayers,AS Joseph,AGS Gous,0,0,0,3,1,Abu Dhabi Knight Riders,1,bowled,KR Mayers,,,,,MI Emirates,ilt00083,,,,,,
MS Pepper,AS Joseph,AGS Gous,0,0,0,3,2,Abu Dhabi Knight Riders,1,caught,MS Pepper,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,0,0,0,3,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,0,1,1,3,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,legbyes
AGS Gous,AS Joseph,KIC Asalanka,4,0,4,3,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,AS Joseph,KIC Asalanka,0,0,0,3,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,R Shepherd,AGS Gous,0,0,0,4,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,R Shepherd,AGS Gous,1,0,1,4,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,R Shepherd,KIC Asalanka,4,0,4,4,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,R Shepherd,KIC Asalanka,0,0,0,4,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,R Shepherd,KIC Asalanka,0,0,0,4,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,R Shepherd,KIC Asalanka,6,0,6,4,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,0,0,0,5,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,2,0,2,5,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,0,0,0,5,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,0,0,0,5,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,4,0,4,5,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,AS Joseph,AGS Gous,0,0,0,5,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Zahoor Khan,KIC Asalanka,1,0,1,6,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Zahoor Khan,AGS Gous,0,0,0,6,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Zahoor Khan,AGS Gous,2,0,2,6,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Zahoor Khan,AGS Gous,2,0,2,6,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Zahoor Khan,AGS Gous,1,0,1,6,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Zahoor Khan,KIC Asalanka,1,0,1,6,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Waqar Salamkheil,KIC Asalanka,6,0,6,7,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Waqar Salamkheil,KIC Asalanka,1,0,1,7,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,AGS Gous,4,0,4,7,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,AGS Gous,0,0,0,7,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,AGS Gous,1,0,1,7,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AGS Gous,Waqar Salamkheil,KIC Asalanka,0,0,0,7,6,Abu Dhabi Knight Riders,1,caught,AGS Gous,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,DR Mousley,A Sharafu,1,0,1,8,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,DR Mousley,KIC Asalanka,0,0,0,8,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,DR Mousley,KIC Asalanka,0,0,0,8,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,DR Mousley,KIC Asalanka,1,0,1,8,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,DR Mousley,A Sharafu,0,0,0,8,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,DR Mousley,A Sharafu,1,0,1,8,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,A Sharafu,0,0,0,9,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,A Sharafu,1,0,1,9,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,KIC Asalanka,1,0,1,9,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,A Sharafu,6,0,6,9,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Waqar Salamkheil,A Sharafu,1,0,1,9,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,KIC Asalanka,1,0,1,9,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,DR Mousley,KIC Asalanka,1,0,1,10,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,DR Mousley,A Sharafu,1,0,1,10,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,DR Mousley,KIC Asalanka,0,0,0,10,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,DR Mousley,KIC Asalanka,1,0,1,10,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,DR Mousley,A Sharafu,4,0,4,10,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,DR Mousley,A Sharafu,0,0,0,10,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Zahoor Khan,KIC Asalanka,0,0,0,11,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Zahoor Khan,KIC Asalanka,1,0,1,11,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
KIC Asalanka,Zahoor Khan,A Sharafu,0,0,0,11,3,Abu Dhabi Knight Riders,1,caught,KIC Asalanka,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,Zahoor Khan,A Sharafu,0,0,0,11,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,Zahoor Khan,A Sharafu,0,4,4,11,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,legbyes
RL Chase,Zahoor Khan,A Sharafu,6,0,6,11,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AJ Hosein,RL Chase,1,0,1,12,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,AJ Hosein,A Sharafu,4,0,4,12,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,AJ Hosein,A Sharafu,1,0,1,12,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AJ Hosein,RL Chase,0,0,0,12,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AJ Hosein,RL Chase,1,0,1,12,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,AJ Hosein,A Sharafu,4,0,4,12,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,R Shepherd,RL Chase,0,0,0,13,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,R Shepherd,RL Chase,4,0,4,13,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,R Shepherd,RL Chase,1,0,1,13,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,R Shepherd,A Sharafu,1,0,1,13,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,R Shepherd,RL Chase,4,0,4,13,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,R Shepherd,RL Chase,1,0,1,13,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,RL Chase,4,0,4,14,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,RL Chase,4,0,4,14,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,RL Chase,1,0,1,14,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,Waqar Salamkheil,A Sharafu,1,0,1,14,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,RL Chase,4,0,4,14,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Waqar Salamkheil,RL Chase,1,0,1,14,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Zahoor Khan,RL Chase,1,0,1,15,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,Zahoor Khan,A Sharafu,1,0,1,15,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Zahoor Khan,RL Chase,6,0,6,15,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Zahoor Khan,RL Chase,4,0,4,15,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Zahoor Khan,RL Chase,0,0,0,15,5,Abu Dhabi Knight Riders,1,,,Abu Dhabi Knight Riders,Shiju Sam,A Sharafu,upheld,MI Emirates,ilt00083,,,wicket,,,
A Sharafu,Zahoor Khan,RL Chase,1,0,1,15,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AS Joseph,RL Chase,0,0,0,16,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AS Joseph,RL Chase,0,0,0,16,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AS Joseph,RL Chase,4,0,4,16,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AS Joseph,RL Chase,1,0,1,16,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,AS Joseph,A Sharafu,0,0,0,16,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,AS Joseph,A Sharafu,0,0,0,16,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Fazalhaq Farooqi,RL Chase,2,0,2,17,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,"[{'in': 'MDKJ Perera', 'out': 'Waqar Salamkheil', 'team': 'MI Emirates', 'reason': 'impact_player'}]",,
A Sharafu,Fazalhaq Farooqi,RL Chase,1,0,1,17,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,Fazalhaq Farooqi,A Sharafu,1,0,1,17,3,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Fazalhaq Farooqi,RL Chase,1,0,1,17,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
RL Chase,Fazalhaq Farooqi,A Sharafu,1,0,1,17,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Fazalhaq Farooqi,RL Chase,1,0,1,17,6,Abu Dhabi Knight Riders,1,retired out,RL Chase,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,AS Joseph,AD Russell,1,0,1,18,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AD Russell,AS Joseph,A Sharafu,6,0,6,18,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
AD Russell,AS Joseph,A Sharafu,0,0,0,18,3,Abu Dhabi Knight Riders,1,caught,AD Russell,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,AS Joseph,A Sharafu,2,0,2,18,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,AS Joseph,A Sharafu,0,1,1,18,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,wides
JO Holder,AS Joseph,A Sharafu,6,0,6,18,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,AS Joseph,A Sharafu,1,0,1,18,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,Fazalhaq Farooqi,A Sharafu,4,0,4,19,1,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,Fazalhaq Farooqi,A Sharafu,1,0,1,19,2,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
A Sharafu,Fazalhaq Farooqi,JO Holder,0,0,0,19,3,Abu Dhabi Knight Riders,1,caught,A Sharafu,,,,,MI Emirates,ilt00083,,,,,,
SP Narine,Fazalhaq Farooqi,JO Holder,1,0,1,19,4,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,Fazalhaq Farooqi,SP Narine,2,0,2,19,5,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
JO Holder,Fazalhaq Farooqi,SP Narine,6,0,6,19,6,Abu Dhabi Knight Riders,1,,,,,,,MI Emirates,ilt00083,,,,,,
MDKJ Perera,DJ Willey,Waseem Muhammad,0,0,0,0,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,"[{'in': 'Ali Khan', 'out': 'KIC Asalanka', 'team': 'Abu Dhabi Knight Riders', 'reason': 'impact_player'}]",,
MDKJ Perera,DJ Willey,Waseem Muhammad,0,0,0,0,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
MDKJ Perera,DJ Willey,Waseem Muhammad,1,0,1,0,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,DJ Willey,MDKJ Perera,0,0,0,0,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,DJ Willey,MDKJ Perera,6,0,6,0,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,DJ Willey,MDKJ Perera,0,0,0,0,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
MDKJ Perera,KR Mayers,Waseem Muhammad,4,0,4,1,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
MDKJ Perera,KR Mayers,Waseem Muhammad,4,0,4,1,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
MDKJ Perera,KR Mayers,Waseem Muhammad,0,0,0,1,3,MI Emirates,2,caught,MDKJ Perera,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
T Banton,KR Mayers,Waseem Muhammad,1,0,1,1,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,KR Mayers,T Banton,0,0,0,1,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,KR Mayers,T Banton,0,0,0,1,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
T Banton,DJ Willey,Waseem Muhammad,0,0,0,2,1,MI Emirates,2,caught,T Banton,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,DJ Willey,Waseem Muhammad,0,0,0,2,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,DJ Willey,Waseem Muhammad,0,0,0,2,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,DJ Willey,Waseem Muhammad,0,0,0,2,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,DJ Willey,Waseem Muhammad,0,0,0,2,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,DJ Willey,Waseem Muhammad,1,0,1,2,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,KR Mayers,Waseem Muhammad,0,0,0,3,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
N Pooran,KR Mayers,Waseem Muhammad,0,0,0,3,2,MI Emirates,2,caught,N Pooran,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,KR Mayers,Waseem Muhammad,0,0,0,3,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,KR Mayers,Waseem Muhammad,0,0,0,3,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,KR Mayers,Waseem Muhammad,1,0,1,3,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,KR Mayers,DR Mousley,0,0,0,3,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,Waseem Muhammad,1,0,1,4,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,DJ Willey,DR Mousley,1,0,1,4,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,Waseem Muhammad,0,0,0,4,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,Waseem Muhammad,4,0,4,4,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,Waseem Muhammad,0,0,0,4,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,Waseem Muhammad,0,0,0,4,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,KR Mayers,DR Mousley,6,0,6,5,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,KR Mayers,DR Mousley,6,0,6,5,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
Waseem Muhammad,KR Mayers,DR Mousley,0,0,0,5,3,MI Emirates,2,caught,Waseem Muhammad,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,KR Mayers,DR Mousley,1,0,1,5,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,KR Mayers,KA Pollard,1,0,1,5,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,KR Mayers,DR Mousley,1,0,1,5,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,DJ Willey,DR Mousley,0,0,0,6,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,DJ Willey,DR Mousley,1,0,1,6,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,KA Pollard,0,1,1,6,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,wides
DR Mousley,DJ Willey,KA Pollard,0,0,0,6,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,KA Pollard,1,0,1,6,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,DJ Willey,DR Mousley,1,0,1,6,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,DJ Willey,KA Pollard,1,0,1,6,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,SP Narine,KA Pollard,1,0,1,7,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,SP Narine,DR Mousley,1,0,1,7,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,SP Narine,KA Pollard,1,0,1,7,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,SP Narine,DR Mousley,1,0,1,7,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,SP Narine,KA Pollard,0,1,1,7,4,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,wides
DR Mousley,SP Narine,KA Pollard,1,0,1,7,5,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,SP Narine,DR Mousley,1,0,1,7,6,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,JO Holder,DR Mousley,1,0,1,8,1,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
DR Mousley,JO Holder,KA Pollard,1,0,1,8,2,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
KA Pollard,JO Holder,DR Mousley,0,0,0,8,3,MI Emirates,2,,,,,,,Abu Dhabi Knight Riders,ilt00083,,,,,,
